name,link_id,from_cell_id,to_cell_id,length,lanes,free_speed,capacity,geometry,allowed_uses,number_of_micro_link
,12690,7056,7128,101.40050645965013,1.0,40.0,,"LINESTRING (-112.00809025 33.45316092, -112.00809025 33.45508632)",auto,2
,12691,7128,7056,101.40050645965013,1.0,40.0,,"LINESTRING (-112.00809025 33.45508632, -112.00809025 33.45316092)",auto,2
,12692,7128,7201,101.85077818899146,1.0,40.0,,"LINESTRING (-112.00809025 33.45508632, -112.00809025 33.45701173)",auto,2
,12693,7201,7128,101.85077818899146,1.0,40.0,,"LINESTRING (-112.00809025 33.45701173, -112.00809025 33.45508632)",auto,2
,12694,7201,7273,94.53965187016365,1.0,40.0,,"LINESTRING (-112.00809025 33.45701173, -112.00809025 33.45893713)",auto,2
,12695,7273,7201,94.53965187016365,1.0,40.0,,"LINESTRING (-112.00809025 33.45893713, -112.00809025 33.45701173)",auto,2
,12696,7653,7715,82.46909197018533,1.0,,,"LINESTRING (-112.00809025 33.46856415, -112.00809025 33.47048955)",auto,2
,12697,7715,7653,82.46909197018533,1.0,,,"LINESTRING (-112.00809025 33.47048955, -112.00809025 33.46856415)",auto,2
,12698,2215,2286,291.60314077242236,,40.0,,"LINESTRING (-112.00809025 33.33763672, -112.0120732 33.33956212)",auto,1
,12699,2286,2215,291.60314077242236,,40.0,,"LINESTRING (-112.0120732 33.33956212, -112.00809025 33.33763672)",auto,1
,12700,905,904,158.7227687008725,1.0,40.0,,"LINESTRING (-111.96029495 33.30683027, -111.96427789 33.30683027)",auto,1
,12701,904,905,158.7227687008725,1.0,40.0,,"LINESTRING (-111.96427789 33.30683027, -111.96029495 33.30683027)",auto,1
,12702,3012,3013,442.0971604174746,,,,"LINESTRING (-111.66555723 33.35689075, -111.66157429 33.35689075)",auto,1
,12703,3013,3012,442.0971604174745,,,,"LINESTRING (-111.66157429 33.35689075, -111.66555723 33.35689075)",auto,1
,12704,768,683,73.69669945377363,1.0,,,"LINESTRING (-111.80894315 33.30297946, -111.80894315 33.30105406)",auto,1
,12705,683,768,73.69669945377363,1.0,,,"LINESTRING (-111.80894315 33.30105406, -111.80894315 33.30297946)",auto,1
,12706,683,682,190.10991284306982,1.0,,,"LINESTRING (-111.80894315 33.30105406, -111.81292609 33.30105406)",auto,2
,12707,682,683,190.10991284306982,1.0,,,"LINESTRING (-111.81292609 33.30105406, -111.80894315 33.30105406)",auto,2
,12708,5978,5977,141.37937858500348,,,,"LINESTRING (-111.87665316 33.42427987, -111.88063611 33.42427987)",auto,1
,12709,5977,5978,141.37937858500348,,,,"LINESTRING (-111.88063611 33.42427987, -111.87665316 33.42427987)",auto,1
,12710,5977,5976,201.45184314746433,,,,"LINESTRING (-111.88063611 33.42427987, -111.88461905 33.42427987)",auto,4
,12711,5976,5977,201.45184314746433,,,,"LINESTRING (-111.88461905 33.42427987, -111.88063611 33.42427987)",auto,4
,12712,7037,7112,64.42757559732468,,,,"LINESTRING (-111.70538666 33.45123552, -111.70538666 33.45316092)",auto,1
,12713,7112,7037,64.42757559732468,,,,"LINESTRING (-111.70538666 33.45316092, -111.70538666 33.45123552)",auto,1
,12714,7112,7113,162.7634764929017,,,,"LINESTRING (-111.70538666 33.45316092, -111.70140371 33.45316092)",auto,2
,12715,7113,7112,162.7634764929017,,,,"LINESTRING (-111.70140371 33.45316092, -111.70538666 33.45316092)",auto,2
,12716,333,413,128.0194126725581,2.0,,,"LINESTRING (-111.91249964 33.29335244, -111.91249964 33.29527785)",auto,2
,12717,413,333,178.88136454350658,2.0,,,"LINESTRING (-111.91249964 33.29527785, -111.91249964 33.29335244)",auto,2
,12718,413,495,243.31852355496994,2.0,,,"LINESTRING (-111.91249964 33.29527785, -111.91249964 33.29720325)",auto,2
,12719,495,413,172.94249294726313,,,,"LINESTRING (-111.91249964 33.29720325, -111.91249964 33.29527785)",auto,1
,12720,495,575,126.70402005292928,3.0,,,"LINESTRING (-111.91249964 33.29720325, -111.91249964 33.29912865)",auto,2
,12721,575,495,181.2932789960413,,,,"LINESTRING (-111.91249964 33.29912865, -111.91249964 33.29720325)",auto,1
,12722,575,661,215.69720425162328,2.0,,,"LINESTRING (-111.91249964 33.29912865, -111.91249964 33.30105406)",auto,2
,12723,661,575,179.61622147009797,2.0,,,"LINESTRING (-111.91249964 33.30105406, -111.91249964 33.29912865)",auto,2
,12724,661,745,84.99759851821656,2.0,,,"LINESTRING (-111.91249964 33.30105406, -111.91249964 33.30297946)",auto,2
,12725,4970,4788,405.12383099775917,1.0,,,"LINESTRING (-111.8328408 33.40117503, -111.8328408 33.39732422)",auto,3
,12726,4788,4970,405.12383099775917,1.0,,,"LINESTRING (-111.8328408 33.39732422, -111.8328408 33.40117503)",auto,3
,12727,14,72,70.20095731253302,,,,"LINESTRING (-111.86470434 33.28372543, -111.86470434 33.28565083)",auto,1
,12728,72,14,70.20095731253302,,,,"LINESTRING (-111.86470434 33.28565083, -111.86470434 33.28372543)",auto,1
,12729,3845,3937,98.60731633052127,2.0,,,"LINESTRING (-111.681489 33.37614479, -111.681489 33.37807019)",auto,3
,12730,3937,3845,98.60731633052127,2.0,,,"LINESTRING (-111.681489 33.37807019, -111.681489 33.37614479)",auto,3
,12731,2908,2760,455.19955029393776,,,,"LINESTRING (-111.82885786 33.35496535, -111.82885786 33.35111454)",auto,1
,12732,2760,2908,455.1995502939377,,,,"LINESTRING (-111.82885786 33.35111454, -111.82885786 33.35496535)",auto,1
,12733,80,195,347.0541252984506,,,,"LINESTRING (-111.82885786 33.28565083, -111.82885786 33.28950164)",auto,1
,12734,195,80,347.0541252984506,,,,"LINESTRING (-111.82885786 33.28950164, -111.82885786 33.28565083)",auto,1
,12735,4215,4128,202.75354850493798,,,,"LINESTRING (-111.96826083 33.3857718, -111.97224378 33.3838464)",auto,1
,12736,4128,4215,202.75354850493795,,,,"LINESTRING (-111.97224378 33.3838464, -111.96826083 33.3857718)",auto,1
,12737,5802,5803,96.9014501960512,,,,"LINESTRING (-111.9085167 33.42042907, -111.90453376 33.42042907)",auto,1
,12738,5803,5802,96.9014501960512,,,,"LINESTRING (-111.90453376 33.42042907, -111.9085167 33.42042907)",auto,1
,12739,5984,5983,168.6726614988183,,,,"LINESTRING (-111.85275551 33.42427987, -111.85673845 33.42427987)",auto,2
,12740,5983,5984,168.6726614988183,,,,"LINESTRING (-111.85673845 33.42427987, -111.85275551 33.42427987)",auto,2
,12741,5892,5979,145.26117944873488,,,,"LINESTRING (-111.86868728 33.42235447, -111.87267022 33.42427987)",auto,1
,12742,5979,5892,145.26117944873488,,,,"LINESTRING (-111.87267022 33.42427987, -111.86868728 33.42235447)",auto,1
,12743,5986,5985,190.40799084702334,,,,"LINESTRING (-111.84478963 33.42427987, -111.84877257 33.42427987)",auto,1
,12744,5985,5986,190.40799084702334,,,,"LINESTRING (-111.84877257 33.42427987, -111.84478963 33.42427987)",auto,1
,12745,3691,3598,201.15758125227808,1.0,40.0,,"LINESTRING (-111.95631201 33.37421938, -111.95631201 33.37229398)",auto,4
,12746,3598,3691,201.15758125227808,1.0,40.0,,"LINESTRING (-111.95631201 33.37229398, -111.95631201 33.37421938)",auto,4
,12747,958,1042,48.83178971132578,,,,"LINESTRING (-111.72928431 33.30683027, -111.72928431 33.30875567)",auto,1
,12748,1042,958,48.83178971132578,,,,"LINESTRING (-111.72928431 33.30875567, -111.72928431 33.30683027)",auto,1
,12749,1042,1123,82.95141527663307,,,,"LINESTRING (-111.72928431 33.30875567, -111.72928431 33.31068107)",auto,1
,12750,1123,1042,82.95141527663307,,,,"LINESTRING (-111.72928431 33.31068107, -111.72928431 33.30875567)",auto,1
,12751,1123,1210,90.37742478829455,,,,"LINESTRING (-111.72928431 33.31068107, -111.72928431 33.31260648)",auto,2
,12752,1210,1123,90.37742478829455,,,,"LINESTRING (-111.72928431 33.31260648, -111.72928431 33.31068107)",auto,2
,12753,1586,1670,116.68585633812408,,,,"LINESTRING (-111.93241435 33.32223349, -111.93241435 33.32415889)",auto,2
,12754,1670,1586,116.68585633812408,,,,"LINESTRING (-111.93241435 33.32415889, -111.93241435 33.32223349)",auto,2
,12755,2378,2450,168.17729808997095,,,,"LINESTRING (-111.93241435 33.34148752, -111.93241435 33.34341293)",auto,1
,12756,2450,2378,168.17729808997092,,,,"LINESTRING (-111.93241435 33.34341293, -111.93241435 33.34148752)",auto,1
,12757,3877,3783,173.70197610349103,,,,"LINESTRING (-111.9363973 33.37807019, -111.9363973 33.37614479)",auto,1
,12758,3783,3877,173.701976103491,,,,"LINESTRING (-111.9363973 33.37614479, -111.9363973 33.37807019)",auto,1
,12759,3783,3696,104.37552469719267,,,,"LINESTRING (-111.9363973 33.37614479, -111.93241435 33.37421938)",auto,1
,12760,3696,3783,104.37552469719267,,,,"LINESTRING (-111.93241435 33.37421938, -111.9363973 33.37614479)",auto,1
,12761,3266,3191,60.33181024184884,1.0,40.0,,"LINESTRING (-111.93241435 33.36459237, -111.93241435 33.36266696)",auto,1
,12762,3191,3266,60.33181024184884,1.0,40.0,,"LINESTRING (-111.93241435 33.36266696, -111.93241435 33.36459237)",auto,1
,12763,3191,3110,78.9190811566957,1.0,40.0,,"LINESTRING (-111.93241435 33.36266696, -111.93241435 33.36074156)",auto,1
,12764,3110,3191,78.9190811566957,1.0,40.0,,"LINESTRING (-111.93241435 33.36074156, -111.93241435 33.36266696)",auto,1
,12765,3431,3350,54.38514858198823,,40.0,,"LINESTRING (-111.93241435 33.36844317, -111.93241435 33.36651777)",auto,1
,12766,3350,3431,54.38514858198823,,40.0,,"LINESTRING (-111.93241435 33.36651777, -111.93241435 33.36844317)",auto,1
,12767,6043,5966,125.05900353363731,1.0,40.0,,"LINESTRING (-111.9363973 33.42620528, -111.9363973 33.42427987)",auto,2
,12768,5966,6043,125.05900353363731,1.0,40.0,,"LINESTRING (-111.9363973 33.42427987, -111.9363973 33.42620528)",auto,2
,12769,5966,5877,126.85315705625716,1.0,40.0,,"LINESTRING (-111.9363973 33.42427987, -111.9363973 33.42235447)",auto,2
,12770,5877,5966,126.85315705625716,1.0,40.0,,"LINESTRING (-111.9363973 33.42235447, -111.9363973 33.42427987)",auto,2
,12771,2094,2012,90.11541748120264,,,,"LINESTRING (-111.85275551 33.33378591, -111.85275551 33.33186051)",auto,1
,12772,2012,2094,90.11541748120264,,,,"LINESTRING (-111.85275551 33.33186051, -111.85275551 33.33378591)",auto,1
,12773,2397,2322,102.16860269635718,1.0,,,"LINESTRING (-111.85275551 33.34148752, -111.85275551 33.33956212)",auto,2
,12774,2322,2397,102.16860269635718,1.0,,,"LINESTRING (-111.85275551 33.33956212, -111.85275551 33.34148752)",auto,2
,12775,1094,1181,79.76412458745881,,,,"LINESTRING (-111.85275551 33.31068107, -111.85275551 33.31260648)",auto,1
,12776,1181,1094,79.76412458745881,,,,"LINESTRING (-111.85275551 33.31260648, -111.85275551 33.31068107)",auto,1
,12777,1353,1439,83.74471189068649,,,,"LINESTRING (-111.85275551 33.31645728, -111.85275551 33.31838269)",auto,1
,12778,1439,1353,83.74471189068649,,,,"LINESTRING (-111.85275551 33.31838269, -111.85275551 33.31645728)",auto,1
,12779,1439,1525,83.74471175768574,,,,"LINESTRING (-111.85275551 33.31838269, -111.85275551 33.32030809)",auto,1
,12780,1525,1439,83.74471175768574,,,,"LINESTRING (-111.85275551 33.32030809, -111.85275551 33.31838269)",auto,1
,12781,6175,6106,32.667700036114276,1.0,,,"LINESTRING (-111.96826083 33.43005608, -111.96826083 33.42813068)",auto,1
,12782,6106,6175,32.667700036114276,1.0,,,"LINESTRING (-111.96826083 33.42813068, -111.96826083 33.43005608)",auto,1
,12783,6106,6035,121.55123592167241,1.0,,,"LINESTRING (-111.96826083 33.42813068, -111.96826083 33.42620528)",auto,1
,12784,6035,6106,121.55123592167241,1.0,,,"LINESTRING (-111.96826083 33.42620528, -111.96826083 33.42813068)",auto,1
,12785,6035,5869,334.45727894954626,1.0,,,"LINESTRING (-111.96826083 33.42620528, -111.96826083 33.42235447)",auto,3
,12786,5869,6035,334.45727894954626,1.0,,,"LINESTRING (-111.96826083 33.42235447, -111.96826083 33.42620528)",auto,3
,12787,3519,3520,98.74090311799242,,,,"LINESTRING (-111.92843141 33.37036858, -111.92444847 33.37036858)",auto,1
,12788,3520,3519,98.74090311799243,,,,"LINESTRING (-111.92444847 33.37036858, -111.92843141 33.37036858)",auto,1
,12789,3834,3835,81.98581307798531,,,,"LINESTRING (-111.72530137 33.37614479, -111.72131842 33.37614479)",auto,1
,12790,3835,3834,81.98581307798531,,,,"LINESTRING (-111.72131842 33.37614479, -111.72530137 33.37614479)",auto,1
,12791,3780,3692,120.94806703959172,,,,"LINESTRING (-111.94834612 33.37614479, -111.95232907 33.37421938)",auto,1
,12792,3692,3780,120.94806703959173,,,,"LINESTRING (-111.95232907 33.37421938, -111.94834612 33.37614479)",auto,1
,12793,3692,3600,74.20162002007989,,,,"LINESTRING (-111.95232907 33.37421938, -111.94834612 33.37229398)",auto,1
,12794,3600,3692,74.20162002007989,,,,"LINESTRING (-111.94834612 33.37229398, -111.95232907 33.37421938)",auto,1
,12795,1926,1925,319.20925282777785,,,,"LINESTRING (-111.88461905 33.32993511, -111.88860199 33.32993511)",auto,1
,12796,1925,1926,319.20925282777785,,,,"LINESTRING (-111.88860199 33.32993511, -111.88461905 33.32993511)",auto,1
,12797,1532,1446,139.12363302239004,,,,"LINESTRING (-111.82089198 33.32030809, -111.82089198 33.31838269)",auto,2
,12798,1446,1532,139.12363302239004,,,,"LINESTRING (-111.82089198 33.31838269, -111.82089198 33.32030809)",auto,2
,12799,7263,7339,216.71300371219874,,,,"LINESTRING (-111.66555723 33.45701173, -111.66555723 33.45893713)",auto,1
,12800,7339,7263,216.71300371219874,,,,"LINESTRING (-111.66555723 33.45893713, -111.66555723 33.45701173)",auto,1
,12801,5278,5279,112.99714223568719,,,,"LINESTRING (-111.68547195 33.40695124, -111.681489 33.40695124)",auto,1
,12802,5279,5278,112.9971422356872,,,,"LINESTRING (-111.681489 33.40695124, -111.68547195 33.40695124)",auto,1
,12803,3915,3819,274.1014150998308,,,,"LINESTRING (-111.7850455 33.37807019, -111.7850455 33.37614479)",auto,1
,12804,3819,3915,274.1014150998308,,,,"LINESTRING (-111.7850455 33.37614479, -111.7850455 33.37807019)",auto,1
,12805,3819,3730,80.39317487186477,,,,"LINESTRING (-111.7850455 33.37614479, -111.7850455 33.37421938)",auto,1
,12806,3730,3819,80.39317487186477,,,,"LINESTRING (-111.7850455 33.37421938, -111.7850455 33.37614479)",auto,1
,12807,3562,3650,188.33518840070843,,,,"LINESTRING (-111.74521608 33.37036858, -111.74123314 33.37229398)",auto,1
,12808,3650,3562,188.33518840070843,,,,"LINESTRING (-111.74123314 33.37229398, -111.74521608 33.37036858)",auto,1
,12809,5595,5509,58.63751963630624,,,,"LINESTRING (-111.74919902 33.41465285, -111.75318196 33.41272745)",auto,1
,12810,5509,5595,58.637519636306244,,,,"LINESTRING (-111.75318196 33.41272745, -111.74919902 33.41465285)",auto,1
,12811,5516,5517,49.05308291145013,,,,"LINESTRING (-111.71733548 33.41272745, -111.71335254 33.41272745)",auto,1
,12812,5517,5516,49.05308291145013,,,,"LINESTRING (-111.71335254 33.41272745, -111.71733548 33.41272745)",auto,1
,12813,4946,4859,151.7301388086641,,,,"LINESTRING (-111.92843141 33.40117503, -111.92843141 33.39924962)",auto,1
,12814,4859,4946,151.73013880866407,,,,"LINESTRING (-111.92843141 33.39924962, -111.92843141 33.40117503)",auto,1
,12815,4859,4860,143.0834088946674,,,,"LINESTRING (-111.92843141 33.39924962, -111.92444847 33.39924962)",auto,1
,12816,4860,4859,143.08340889466743,,,,"LINESTRING (-111.92444847 33.39924962, -111.92843141 33.39924962)",auto,1
,12817,6361,6443,147.90295121496177,1.0,,,"LINESTRING (-111.74521608 33.43390689, -111.74521608 33.43583229)",auto,2
,12818,6443,6361,147.90295121496177,1.0,,,"LINESTRING (-111.74521608 33.43583229, -111.74521608 33.43390689)",auto,2
,12819,6443,6509,84.8832250591399,1.0,,,"LINESTRING (-111.74521608 33.43583229, -111.74521608 33.4377577)",auto,2
,12820,6509,6443,84.8832250591399,1.0,,,"LINESTRING (-111.74521608 33.4377577, -111.74521608 33.43583229)",auto,2
,12821,5923,6008,112.25783178105661,,40.0,,"LINESTRING (-111.74521608 33.42235447, -111.74521608 33.42427987)",auto,2
,12822,6008,5923,112.25783178105661,,40.0,,"LINESTRING (-111.74521608 33.42427987, -111.74521608 33.42235447)",auto,2
,12823,6008,6083,83.18258046443509,,40.0,,"LINESTRING (-111.74521608 33.42427987, -111.74521608 33.42620528)",auto,1
,12824,6083,6008,83.18258046443509,,40.0,,"LINESTRING (-111.74521608 33.42620528, -111.74521608 33.42427987)",auto,1
,12825,6083,6153,86.37184247264364,,40.0,,"LINESTRING (-111.74521608 33.42620528, -111.74521608 33.42813068)",auto,2
,12826,6153,6083,86.37184247264364,,40.0,,"LINESTRING (-111.74521608 33.42813068, -111.74521608 33.42620528)",auto,2
,12827,6153,6230,72.17290281734579,1.0,40.0,,"LINESTRING (-111.74521608 33.42813068, -111.74521608 33.43005608)",auto,3
,12828,6230,6153,72.17290281734579,1.0,40.0,,"LINESTRING (-111.74521608 33.43005608, -111.74521608 33.42813068)",auto,3
,12829,2921,2854,84.10653466266334,,,,"LINESTRING (-111.76513079 33.35496535, -111.76114784 33.35303994)",auto,1
,12830,2854,2921,84.10653466266334,,,,"LINESTRING (-111.76114784 33.35303994, -111.76513079 33.35496535)",auto,1
,12831,6327,6407,391.5552088437845,4.0,104.0,,"LINESTRING (-111.89258494 33.43390689, -111.89656788 33.43583229)",auto,1
,12832,3212,3132,80.52020770392201,,,,"LINESTRING (-111.84478963 33.36266696, -111.84478963 33.36074156)",auto,1
,12833,3132,3212,80.52020770392201,,,,"LINESTRING (-111.84478963 33.36074156, -111.84478963 33.36266696)",auto,1
,12834,5571,5490,98.50697805697322,1.0,40.0,,"LINESTRING (-111.84478963 33.41465285, -111.84478963 33.41272745)",auto,1
,12835,5490,5571,98.50697805697322,1.0,40.0,,"LINESTRING (-111.84478963 33.41272745, -111.84478963 33.41465285)",auto,1
,12836,5490,5413,101.97999131951134,1.0,40.0,,"LINESTRING (-111.84478963 33.41272745, -111.84478963 33.41080205)",auto,1
,12837,5413,5490,101.97999131951134,1.0,40.0,,"LINESTRING (-111.84478963 33.41080205, -111.84478963 33.41272745)",auto,1
,12838,4967,5059,39.84913972210498,,,,"LINESTRING (-111.84478963 33.40117503, -111.84478963 33.40310043)",auto,1
,12839,5059,4967,39.84913972210498,,,,"LINESTRING (-111.84478963 33.40310043, -111.84478963 33.40117503)",auto,1
,12840,5059,5146,93.31904120862333,,,,"LINESTRING (-111.84478963 33.40310043, -111.84478963 33.40502584)",auto,1
,12841,5146,5059,93.31904120862333,,,,"LINESTRING (-111.84478963 33.40502584, -111.84478963 33.40310043)",auto,1
,12842,5146,5240,93.12645616146473,,,,"LINESTRING (-111.84478963 33.40502584, -111.84478963 33.40695124)",auto,1
,12843,5240,5146,93.12645616146473,,,,"LINESTRING (-111.84478963 33.40695124, -111.84478963 33.40502584)",auto,1
,12844,3453,3539,56.60508254883213,,,,"LINESTRING (-111.84478963 33.36844317, -111.84478963 33.37036858)",auto,2
,12845,3539,3453,56.60508254883213,,,,"LINESTRING (-111.84478963 33.37036858, -111.84478963 33.36844317)",auto,2
,12846,4425,4334,77.69380840957035,,,,"LINESTRING (-111.84478963 33.38962261, -111.84478963 33.38769721)",auto,2
,12847,4334,4425,77.69380840957035,,,,"LINESTRING (-111.84478963 33.38769721, -111.84478963 33.38962261)",auto,2
,12848,3076,3159,390.5789693699239,,,,"LINESTRING (-111.72928431 33.35881615, -111.72530137 33.36074156)",auto,1
,12849,3159,3076,390.5789693699239,,,,"LINESTRING (-111.72530137 33.36074156, -111.72928431 33.35881615)",auto,1
,12850,3159,3160,389.55447449944324,,,,"LINESTRING (-111.72530137 33.36074156, -111.72131842 33.36074156)",auto,2
,12851,3160,3159,389.55447449944324,,,,"LINESTRING (-111.72131842 33.36074156, -111.72530137 33.36074156)",auto,2
,12852,3160,3161,386.2104464549076,,,,"LINESTRING (-111.72131842 33.36074156, -111.71733548 33.36074156)",auto,2
,12853,3161,3160,386.2104464549076,,,,"LINESTRING (-111.71733548 33.36074156, -111.72131842 33.36074156)",auto,2
,12854,3161,3162,392.2492230872185,,,,"LINESTRING (-111.71733548 33.36074156, -111.71335254 33.36074156)",auto,2
,12855,3162,3161,392.2492230872185,,,,"LINESTRING (-111.71335254 33.36074156, -111.71733548 33.36074156)",auto,2
,12856,3154,3233,64.14090812145501,,,,"LINESTRING (-111.75318196 33.36074156, -111.75318196 33.36266696)",auto,3
,12857,3233,3154,64.14090812145501,,,,"LINESTRING (-111.75318196 33.36266696, -111.75318196 33.36074156)",auto,3
,12858,3157,3156,116.72317679830853,,,,"LINESTRING (-111.73725019 33.36074156, -111.74123314 33.36074156)",auto,1
,12859,3156,3157,116.72317679830853,,,,"LINESTRING (-111.74123314 33.36074156, -111.73725019 33.36074156)",auto,1
,12860,3149,3148,275.6931092749902,,,,"LINESTRING (-111.77309667 33.36074156, -111.77707961 33.36074156)",auto,1
,12861,3148,3149,275.6931092749902,,,,"LINESTRING (-111.77707961 33.36074156, -111.77309667 33.36074156)",auto,1
,12862,3053,3052,607.421245076186,,,,"LINESTRING (-111.8328408 33.35881615, -111.84080669 33.35881615)",auto,1
,12863,3052,3053,607.421245076186,,,,"LINESTRING (-111.84080669 33.35881615, -111.8328408 33.35881615)",auto,1
,12864,4046,4045,82.15405258251033,,40.0,,"LINESTRING (-111.97224378 33.381921, -111.97622672 33.381921)",auto,1
,12865,4045,4046,82.15405258251033,,40.0,,"LINESTRING (-111.97622672 33.381921, -111.97224378 33.381921)",auto,1
,12866,5994,5995,75.6949786084523,,,,"LINESTRING (-111.80894315 33.42427987, -111.80496021 33.42427987)",auto,1
,12867,5995,5994,75.6949786084523,,,,"LINESTRING (-111.80496021 33.42427987, -111.80894315 33.42427987)",auto,1
,12868,167,105,152.52514956944043,1.0,,,"LINESTRING (-111.71733548 33.28757623, -111.71733548 33.28565083)",auto,2
,12869,105,167,152.52514956944043,1.0,,,"LINESTRING (-111.71733548 33.28565083, -111.71733548 33.28757623)",auto,2
,12870,3664,3576,125.84688097898209,,,,"LINESTRING (-111.68547195 33.37229398, -111.68547195 33.37036858)",auto,3
,12871,3576,3664,125.84688097898209,,,,"LINESTRING (-111.68547195 33.37036858, -111.68547195 33.37229398)",auto,3
,12872,3501,3585,58.02471190432061,,,,"LINESTRING (-111.64962547 33.36844317, -111.64962547 33.37036858)",auto,1
,12873,3585,3501,58.02471190432061,,,,"LINESTRING (-111.64962547 33.37036858, -111.64962547 33.36844317)",auto,1
,12874,1240,1241,142.7160134013283,,,,"LINESTRING (-111.95232907 33.31453188, -111.94834612 33.31453188)",auto,1
,12875,1241,1240,142.71601340132833,,,,"LINESTRING (-111.94834612 33.31453188, -111.95232907 33.31453188)",auto,1
,12876,1241,1242,105.91514879713601,,,,"LINESTRING (-111.94834612 33.31453188, -111.94436318 33.31453188)",auto,1
,12877,1242,1241,105.91514879713601,,,,"LINESTRING (-111.94436318 33.31453188, -111.94834612 33.31453188)",auto,1
,12878,1238,1239,50.98114132718292,1.0,40.0,,"LINESTRING (-111.96029495 33.31453188, -111.95631201 33.31453188)",auto,1
,12879,1239,1238,50.98114132718292,1.0,40.0,,"LINESTRING (-111.95631201 33.31453188, -111.96029495 33.31453188)",auto,1
,12880,1158,1159,152.33350685466456,1.0,,,"LINESTRING (-111.94436318 33.31260648, -111.94038024 33.31260648)",auto,2
,12881,1159,1158,152.33350685466453,1.0,,,"LINESTRING (-111.94038024 33.31260648, -111.94436318 33.31260648)",auto,2
,12882,1245,1244,354.67038378634777,,40.0,,"LINESTRING (-111.93241435 33.31453188, -111.9363973 33.31453188)",auto,1
,12883,1244,1245,354.67038378634777,,40.0,,"LINESTRING (-111.9363973 33.31453188, -111.93241435 33.31453188)",auto,1
,12884,1280,1281,98.3869504593048,,,,"LINESTRING (-111.79301138 33.31453188, -111.78902844 33.31453188)",auto,2
,12885,1281,1280,98.3869504593048,,,,"LINESTRING (-111.78902844 33.31453188, -111.79301138 33.31453188)",auto,2
,12886,1352,1264,148.49267928386072,,,,"LINESTRING (-111.85673845 33.31645728, -111.85673845 33.31453188)",auto,3
,12887,1264,1352,148.49267928386072,,,,"LINESTRING (-111.85673845 33.31453188, -111.85673845 33.31645728)",auto,3
,12888,1349,1348,94.12041284225715,1.0,40.0,,"LINESTRING (-111.86868728 33.31645728, -111.87267022 33.31645728)",auto,1
,12889,1348,1349,94.12041284225717,1.0,40.0,,"LINESTRING (-111.87267022 33.31645728, -111.86868728 33.31645728)",auto,1
,12890,2675,2599,182.84706057357556,,40.0,,"LINESTRING (-111.88860199 33.34918914, -111.88860199 33.34726373)",auto,2
,12891,2599,2675,182.84706057357556,,40.0,,"LINESTRING (-111.88860199 33.34726373, -111.88860199 33.34918914)",auto,2
,12892,2599,2532,173.81613275724735,,,,"LINESTRING (-111.88860199 33.34726373, -111.88860199 33.34533833)",auto,1
,12893,2532,2599,173.81613275724735,,,,"LINESTRING (-111.88860199 33.34533833, -111.88860199 33.34726373)",auto,1
,12894,2532,2459,177.00506410503112,,,,"LINESTRING (-111.88860199 33.34533833, -111.88860199 33.34341293)",auto,1
,12895,2459,2532,177.00506410503112,,,,"LINESTRING (-111.88860199 33.34341293, -111.88860199 33.34533833)",auto,1
,12896,2459,2388,179.9924224863369,,,,"LINESTRING (-111.88860199 33.34341293, -111.88860199 33.34148752)",auto,1
,12897,2388,2459,179.9924224863369,,,,"LINESTRING (-111.88860199 33.34148752, -111.88860199 33.34341293)",auto,1
,12898,7313,7385,149.8057067251428,1.0,,,"LINESTRING (-111.78106256 33.45893713, -111.78106256 33.46086254)",auto,3
,12899,7385,7313,149.8057067251428,1.0,,,"LINESTRING (-111.78106256 33.46086254, -111.78106256 33.45893713)",auto,3
,12900,3178,3098,180.0744627807063,,,,"LINESTRING (-111.9841926 33.36266696, -111.98020966 33.36074156)",auto,1
,12901,3098,3178,180.0744627807063,,,,"LINESTRING (-111.98020966 33.36074156, -111.9841926 33.36266696)",auto,1
,12902,7533,7455,83.11574482247573,,,,"LINESTRING (-111.7850455 33.46471334, -111.78106256 33.46278794)",auto,1
,12903,7455,7533,83.11574482247573,,,,"LINESTRING (-111.78106256 33.46278794, -111.7850455 33.46471334)",auto,1
,12904,6291,6351,83.70788097128461,1.0,40.0,,"LINESTRING (-111.7850455 33.43198149, -111.7850455 33.43390689)",auto,1
,12905,6351,6291,83.70788097128461,1.0,40.0,,"LINESTRING (-111.7850455 33.43390689, -111.7850455 33.43198149)",auto,1
,12906,6351,6433,83.18035844285387,1.0,40.0,,"LINESTRING (-111.7850455 33.43390689, -111.7850455 33.43583229)",auto,1
,12907,6433,6351,83.18035844285387,1.0,40.0,,"LINESTRING (-111.7850455 33.43583229, -111.7850455 33.43390689)",auto,1
,12908,6433,6499,59.166710239301274,1.0,40.0,,"LINESTRING (-111.7850455 33.43583229, -111.7850455 33.4377577)",auto,1
,12909,6499,6433,59.166710239301274,1.0,40.0,,"LINESTRING (-111.7850455 33.4377577, -111.7850455 33.43583229)",auto,1
,12910,735,822,169.7303845295474,,,,"LINESTRING (-111.95631201 33.30297946, -111.95631201 33.30490486)",auto,1
,12911,822,735,169.73038452954736,,,,"LINESTRING (-111.95631201 33.30490486, -111.95631201 33.30297946)",auto,1
,12912,1020,1021,83.04997567027127,,,,"LINESTRING (-111.82487492 33.30875567, -111.82089198 33.30875567)",auto,2
